Phrase,Sentiment
"Barney 's ideas about creation and identity do n't really seem all that profound , at least by way of what can be gleaned from this three-hour endurance test built around an hour 's worth of actual material .",0
"Watching this film , what we feel is n't mainly suspense or excitement .",0
A damn fine and a truly distinctive and a deeply pertinent film .,1
Observant intelligence constantly vies with pretension -- and sometimes plain wacky implausibility -- throughout Maelstrom .,0
This gorgeous epic is guaranteed to lift the spirits of the whole family .,1
It collapses when Mr. Taylor tries to shift the tone to a thriller 's rush .,0
"Has all the hallmarks of a movie designed strictly for children 's home video , a market so insatiable it absorbs all manner of lame entertainment , as long as 3-year-olds find it diverting .",0
One of those terrific documentaries that collect a bunch of people who are enthusiastic about something and then figures out how to make us share their enthusiasm .,1
` Sophisticated ' viewers who refuse to admit that they do n't like it will likely call it ` challenging ' to their fellow sophisticates .,0
"Flashy gadgets and whirling fight sequences may look cool , but they ca n't distract from the flawed support structure holding Equilibrium up .",0
"The movie straddles the fence between escapism and social commentary , and on both sides it falls short .",0
"The story is virtually impossible to follow here , but there 's a certain style and wit to the dialogue .",0
"It is a popcorn film , not a must-own , or even a must-see .",0
"An emotionally and spiritually compelling journey seen through the right eyes , with the right actors and with the kind of visual flair that shows what great cinema can really do .",1
"Believes so fervently in humanity that it feels almost anachronistic , and it is too cute by half .",0
"With this new Rollerball , sense and sensibility have been overrun by what can only be characterized as robotic sentiment .",0
A beautifully tooled action thriller about love and terrorism in Korea .,1
An escapist confection that 's pure entertainment .,1
What they see in each other also is difficult to fathom .,0
"Where This was lazy but enjoyable , a formula comedy redeemed by its stars , That is even lazier and far less enjoyable .",0
"I 'll put it this way : If you 're in the mood for a melodrama narrated by talking fish , this is the movie for you .",0
So-so entertainment .,0
"Taken as a whole , The Tuxedo does n't add up to a whole lot .",0
"If Oscar had a category called Best Bad Film You Thought Was Going To Be Really Awful But Was n't , Guys would probably be duking it out with The Queen of the Damned for the honor .",0
"You feel good , you feel sad , you feel pissed off , but in the end , you feel alive - which is what they did .",1
"Never does `` Lilo & Stitch '' reach the emotion or timelessness of Disney 's great past , or even that of more recent successes such as `` Mulan '' or `` Tarzan . ''",0
"lazily and glumly settles into a most traditional , reserved kind of filmmaking .",0
"Defies logic , the laws of physics and almost anyone 's willingness to believe in it .",0
` Enigma ' is the kind of engaging historical drama that Hollywood appears to have given up on in favor of sentimental war movies in the vein of ` We Were Soldiers . ',0
An impressive hybrid .,1
A movie that ca n't get sufficient distance from Leroy 's delusions to escape their maudlin influence .,0
What might 've been an exhilarating exploration of an odd love triangle becomes a sprawl of uncoordinated vectors .,0
"It has the right approach and the right opening premise , but it lacks the zest and it goes for a plot twist instead of trusting the material .",0
A backhanded ode to female camaraderie penned by a man who has little clue about either the nature of women or of friendship .,0
"Bad in such a bizarre way that it 's almost worth seeing , if only to witness the crazy confluence of purpose and taste .",0
A surprisingly funny movie .,1
"With not a lot of help from the screenplay -LRB- proficient , but singularly cursory -RRB- , -LRB- Testud -RRB- acts with the feral intensity of the young Bette Davis .",0
than ` Magnifique ' .,0
"Cockettes has the glorious , gaudy benefit of much stock footage of Those Days , featuring all manner of drag queen , bearded lady and lactating hippie .",0
"The kids in the audience at the preview screening seemed bored , cheering the pratfalls but little else ; their parents , wise folks that they are , read books .",0
Michael Moore 's latest documentary about America 's thirst for violence is his best film yet ...,1
One of the best rock documentaries ever .,1
This is more a case of ` Sacre bleu ! ',0
"Reggio and Glass so rhapsodize cynicism , with repetition and languorous slo-mo sequences , that Glass 's dirgelike score becomes a fang-baring lullaby .",0
"With Dickens ' words and writer-director Douglas McGrath 's even-toned direction , a ripping good yarn is told .",1
A dramatic comedy as pleasantly dishonest and pat as any Hollywood fluff .,0
Let 's face it -- there are n't many reasons anyone would want to see Crossroads if they 're not big fans of teen pop kitten Britney Spears .,0
Sa da TAY !,0
"Simplistic , silly and tedious .",0
"The movie wavers between Hallmark card sentimentality and goofy , life-affirming moments straight out of a cellular phone commercial .",0
The overall feel is not unlike watching a glorified episode of `` 7th Heaven . '',0
The story itself is actually quite vapid .,0
This new Time Machine is hardly perfect ... yet it proves surprisingly serviceable .,0
"Despite Auteuil 's performance , it 's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .",0
"If horses could fly , this is surely what they 'd look like .",0
"Don Michael Paul uses quick-cuts , -LRB- very -RRB- large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double -LRB- for Seagal -RRB- .",0
It 's clear that Mehta simply wanted to update her beloved genre for the thousands of Indians who fancy themselves too sophisticated for the cheese-laced spectacles that pack 'em in on the subcontinent .,0
"As improbable as this premise may seem , Abbass 's understated , shining performance offers us the sense that on some elemental level , Lilia deeply wants to break free of her old life .",1
"Instead , he focuses on the anguish that can develop when one mulls leaving the familiar to traverse uncharted ground .",0
"I had a dream that a smart comedy would come along to rescue me from a summer of teen-driven , toilet-humor codswallop , and its name was Earnest .",1
Hmmm ... might I suggest that the wayward wooden one end it all by stuffing himself into an electric pencil sharpener ?,0
"You 're not merely watching history , you 're engulfed by it .",1
"Bad Company has one of the most moronic screenplays of the year , full of holes that will be obvious even to those who are n't looking for them .",0
The film does n't show enough of the creative process or even of what was created for the non-fan to figure out what makes Wilco a big deal .,0
A drama ?,0
"A fast-paced , glitzy but extremely silly piece .",0
"Even if it made its original release date last fall , it would 've reeked of a been-there , done-that sameness .",0
"I 'm sure the filmmakers found this a remarkable and novel concept , but",0
"All the sensuality , all the eroticism of a good vampire tale has been , pardon the pun , sucked out and replaced by goth goofiness .",0
The events of the film are just so WEIRD that I honestly never knew what the hell was coming next .,0
The problem is that Van Wilder does little that is actually funny with the material .,0
"his -LRB- Nelson 's -RRB- screenplay needs some serious re-working to show more of the dilemma , rather than have his characters stage shouting matches about it .",0
Over and over again .,0
This is not a Jackie Chan movie .,0
It 's quite another to feel physically caught up in the process .,0
But there 's plenty to offend everyone ...,0
He thinks the film is just as much a document about him as it is about the subject .,0
This is n't a new idea .,0
That death is merely a transition is a common tenet in the world 's religions .,0
Wiseman reveals the victims of domestic abuse in all of their pity and terror .,0
"While Scorsese 's bold images and generally smart casting ensure that `` Gangs '' is never lethargic , the movie is hindered by a central plot that 's peppered with false starts and populated by characters who are nearly impossible to care about .",0
One can only assume that the jury who bestowed star Hoffman 's brother Gordy with the Waldo Salt Screenwriting award at 2002 's Sundance Festival were honoring an attempt to do something different over actually pulling it off,0
"An affable but undernourished romantic comedy that fails to match the freshness of the actress-producer and writer 's previous collaboration , Miss Congeniality .",0
A thoroughly entertaining comedy that uses Grant 's own twist of acidity to prevent itself from succumbing to its own bathos .,1
Chamber of Secrets will find millions of eager fans .,1
An instantly forgettable snow-and-stuntwork extravaganza that likely will be upstaged by an avalanche of more appealing holiday-season product .,0
A chick flick for guys .,0
"Harvard Man is a semi-throwback , a reminiscence without nostalgia or sentimentality .",0
Love Liza is a festival film that would have been better off staying on the festival circuit .,0
Presents a good case while failing to provide a reason for us to care beyond the very basic dictums of human decency .,0
The movie is ingenious fun .,1
Noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism .,0
It 's a fanboy ` what if ? ',0
"Melds derivative elements into something that is often quite rich and exciting , and always a beauty to behold .",1
` Like a child with an important message to tell ... -LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty . ',0
"When your subject is illusion versus reality , should n't the reality seem at least passably real ?",0
"For devotees of French cinema , Safe Conduct is so rich with period minutiae it 's like dying and going to celluloid heaven .",1
"You can see the would-be surprises coming a mile away , and the execution of these twists is delivered with a hammer .",0
If only Merchant paid more attention the story .,0
The things this movie tries to get the audience to buy just wo n't fly with most intelligent viewers .,0
"It 's a brilliant , honest performance by Nicholson , but the film is an agonizing bore except when the fantastic Kathy Bates turns up .",0
cynical and serious look at teenage boys doing what they do best - being teenagers .,0
"This is for the most part a useless movie , even with a great director at the helm .",0
"Secretary manages a neat trick , bundling the flowers of perversity , comedy and romance into a strangely tempting bouquet of a movie .",1
Yet another weepy Southern bore-athon .,0
"It 's actually pretty funny , but in all the wrong places .",0
Bottom-rung New Jack City wannabe .,0
"The film is a masterpiece of nuance and characterization , marred only by an inexplicable , utterly distracting blunder at the very end .",0
Both a beautifully made nature film and a tribute to a woman whose passion for this region and its inhabitants still shines in her quiet blue eyes .,1
"As it stands , Crocodile Hunter has the hurried , badly cobbled look of the 1959 Godzilla , which combined scenes of a Japanese monster flick with canned shots of Raymond Burr commenting on the monster 's path of destruction .",0
A noble failure .,0
"It 's not a bad plot ; but , unfortunately , the movie is nowhere near as refined as all the classic dramas it borrows from .",0
Until its final minutes this is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity .,0
"For a film about action , Ultimate X is the gabbiest giant-screen movie ever , bogging down in a barrage of hype .",0
Insanely hilarious !,1
"The ending does n't work ... but most of the movie works so well I 'm almost recommending it , anyway -- maybe not to everybody , but certainly to people with a curiosity about how a movie can go very right , and then step wrong .",0
"A waterlogged version of ` Fatal Attraction ' for the teeny-bopper set ... a sad , soggy potboiler that wastes the talents of its attractive young leads .",0
"Indeed , none of these words really gets at the very special type of badness that is Deuces Wild .",0
Insufferably naive .,0
Animated drivel meant to enhance the self-image of drooling idiots .,0
The performances are remarkable .,1
it may play well as a double feature with mainstream foreign mush like My Big Fat Greek Wedding,0
Too bad writer-director Adam Rifkin situates it all in a plot as musty as one of the Golden Eagle 's carpets .,0
"A smart , sassy and exceptionally charming romantic comedy .",1
"Yet another iteration of what 's become one of the movies ' creepiest conventions , in which the developmentally disabled are portrayed with almost supernatural powers to humble , teach and ultimately redeem their mentally `` superior '' friends , family ...",0
"A droll , bitchy frolic which pokes fun at the price of popularity and small-town pretension in the Lone Star State .",0
"These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation .",0
No amount of good acting is enough to save Oleander 's uninspired story .,0
More likely to have you scratching your head than hiding under your seat .,0
This is NOT a retread of `` Dead Poets ' Society . '',0
Pumpkin struts about with `` courage '' pinned to its huckster lapel while a yellow streak a mile wide decorates its back .,0
May be the most undeserving victim of critical overkill since Town and Country .,0
A straight-ahead thriller that never rises above superficiality .,0
"It tends to remind one of a really solid Woody Allen film , with its excellent use of New York locales and sharp writing",1
Films are made of little moments .,0
"In a strange way , Egoyan has done too much .",0
"Instead of panoramic sweep , Kapur gives us episodic choppiness , undermining the story 's emotional thrust .",0
"The film is a hoot , and is just as good , if not better than much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand .",1
"i.e. , a banal spiritual quest",0
A very pretty after-school special .,0
Shallow .,0
"The filmmakers are playing to the Big Boys in New York and L.A. To that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",0
-LRB- T -RRB- oo many of these gross out scenes ...,0
"It 's a head-turner -- thoughtfully written , beautifully read and , finally , deeply humanizing .",1
A poignant comedy that offers food for thought .,1
About as original as a gangster sweating bullets while worrying about a contract on his life .,0
"Its weighty themes are too grave for youngsters , but the story is too steeped in fairy tales and other childish things to appeal much to teenagers .",0
Extraordinary debut from Josh Koury .,1
Smothered by its own solemnity .,0
"Writer-director Walter Hill and co-writer David Giler try to create characters out of the obvious cliches , but wind up using them as punching bags .",0
"Secret Ballot is a funny , puzzling movie ambiguous enough to be engaging and oddly moving .",1
"While this film has an ` A ' list cast and some strong supporting players , the tale -- like its central figure , Vivi -- is just a little bit hard to love .",0
"As for children , they wo n't enjoy the movie at all .",0
It 's no lie -- Big Fat Liar is a real charmer .,1
"A witty , low-key romantic comedy .",1
"Streamlined to a tight , brisk 85-minute screwball thriller , `` Big Trouble '' is funny , harmless and as substantial as a tub of popcorn with extra butter .",0
Death might be a release .,0
A movie that 's held captive by mediocrity .,0
"It 's a treat -- a delightful , witty , improbable romantic comedy with a zippy jazzy score ... Grant and Bullock make it look as though they are having so much fun .",1
"Whereas the extremely competent hitman films such as Pulp Fiction and Get Shorty resonate a sardonic verve to their caustic purpose for existing , Who Is Cletis Tout ?",0
"Bartlett 's hero remains a reactive cipher , when opening the man 's head and heart is the only imaginable reason for the film to be made .",0
"You may think you have figured out the con and the players in this debut film by Argentine director Fabian Bielinsky , but while you were thinking someone made off with your wallet .",0
"-LRB- Johnnie To and Wai Ka Fai are -RRB- sure to find an enthusiastic audience among American action-adventure buffs , but the film 's interests may be too narrow to attract crossover viewers .",0
It 's a fun adventure movie for kids -LRB- of all ages -RRB- that like adventure .,1
A great script brought down by lousy direction .,0
"Unless you come in to the film with a skateboard under your arm , you 're going to feel like you were n't invited to the party .",0
It 's so downbeat and nearly humorless that it becomes a chore to sit through -- despite some first-rate performances by its lead .,0
"No Such Thing is sort of a minimalist Beauty and the Beast , but in this case the Beast should definitely get top billing .",1
This picture is mostly a lump of run-of-the-mill profanity sprinkled with a few remarks so geared toward engendering audience sympathy that you might think he was running for office -- or trying to win over a probation officer .,0
Tells -LRB- the story -RRB- with such atmospheric ballast that shrugging off the plot 's persnickety problems is simply a matter of -LRB- being -RRB- in a shrugging mood .,0
"Fast-paced and wonderfully edited , the film is extremely thorough .",1
Gives everyone something to shout about .,1
There are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending .,0
into How Long Is This Movie ?,0
"When the fire burns out , we 've only come face-to-face with a couple dragons and that 's where the film ultimately fails .",0
"Parker updates the setting in an attempt to make the film relevant today , without fully understanding what it was that made the story relevant in the first place .",0
But what is missing from it all is a moral .,0
OK arthouse .,0
"True to its title , it traps audiences in a series of relentlessly nasty situations that we would pay a considerable ransom not to be looking at .",0
It follows the basic plot trajectory of nearly every Schwarzenegger film : Someone crosses Arnie .,0
contrasting the original Ringu with the current Americanized adaptation is akin to comparing The Evil Dead with Evil Dead II,0
It 's impossible to even categorize this as a smutty guilty pleasure .,0
Nothing more than a widget cranked out on an assembly line to see if stupid Americans will get a kick out of goofy Brits with cute accents performing ages-old slapstick and unfunny tricks .,0
Like being invited to a classy dinner soiree and not knowing anyone .,0
Knockaround Guys plays like a student film by two guys who desperately want to be Quentin Tarantino when they grow up .,0
You 'll probably love it .,1
Cynics need not apply . ',0
"An involving , inspirational drama that sometimes falls prey to its sob-story trappings .",0
Bouquet gives a performance that is masterly .,1
"Yes , Spirited Away is a triumph of imagination , but it 's also a failure of storytelling .",0
"s face is chillingly unemotive , yet he communicates a great deal in his performance .",0
Shrewd but pointless .,0
"If all of Eight Legged Freaks was as entertaining as the final hour , I would have no problem giving it an unqualified recommendation .",0
"A lack of thesis makes Maryam , in the end , play out with the intellectual and emotional impact of an after-school special .",0
A high-minded snoozer .,0
"A little less extreme than in the past , with longer exposition sequences between them , and with fewer gags to break the tedium .",0
The camera twirls !,0
"A boring masquerade ball where normally good actors , even Kingsley , are made to look bad .",0
"Director Lee has a true cinematic knack , but it 's also nice to see a movie with its heart so thoroughly , unabashedly on its sleeve .",1
"Howard and his co-stars all give committed performances , but they 're often undone by Howard 's self-conscious attempts to find a ` literary ' filmmaking style to match his subject .",0
... an enjoyably frothy ` date movie ' ...,1
... a series of tales told with the intricate preciseness of the best short story writing .,1
"It 's a wonderful , sobering , heart-felt drama .",1
"Its plot and animation offer daytime TV serviceability , but little more .",0
"On the evidence before us , the answer is clear : Not easily and , in the end , not well enough .",0
"It is not what you see , it is what you think you see .",0
Plays like the old disease-of-the-week small-screen melodramas .,0
"If I want a real movie , I 'll buy the Criterion DVD .",0
"Lux , now in her eighties , does a great combination act as narrator , Jewish grandmother and subject -- taking us through a film that is part biography , part entertainment and part history .",1
Video games are more involving than this mess .,0
None of the characters or plot-lines are fleshed-out enough to build any interest .,0
"Otherwise , this could be a passable date film .",0
"Are monsters born , or made ?",0
"All of the elements are in place for a great film noir , but director George Hickenlooper 's approach to the material is too upbeat .",0
"Generic slasher-movie nonsense , but it 's not without style .",0
It did n't go straight to video .,0
Aan opportunity wasted .,0
"It is bad , but certainly not without merit as entertainment .",0
"One of the most original American productions this year , you 'll find yourself remembering this refreshing visit to a Sunshine State .",1
A bland animated sequel that hardly seems worth the effort .,0
"Maybe LeBlanc thought , `` Hey , the movie about the baseball-playing monkey was worse . ''",0
An excruciating demonstration of the unsalvageability of a movie saddled with an amateurish screenplay .,0
Trying to make head or tail of the story in the hip-hop indie Snipes is enough to give you brain strain -- and the pay-off is negligible .,0
It reduces the complexities to bromides and slogans and it gets so preachy-keen and so tub-thumpingly loud it makes you feel like a chump just for sitting through it .,0
Feeble comedy .,0
Many a parent and their teen -LRB- or preteen -RRB- kid could bond while watching A Walk To Remember .,1
"A Jewish WW II doc that is n't trying simply to out-shock , out-outrage or out-depress its potential audience !",0
"It 's no surprise that as a director Washington demands and receives excellent performances , from himself and from newcomer Derek Luke .",1
echo of allusions to other films .,0
Serving Sara should be served an eviction notice at every theater stuck with it .,0
"... expands the horizons of boredom to the point of collapse , turning into a black hole of dullness , from which no interesting concept can escape .",0
Meant to reduce Blake 's philosophy into a tragic coming-of-age saga punctuated by bursts of animator Todd McFarlane 's superhero dystopia .,0
But it also comes with the laziness and arrogance of a thing that already knows it 's won .,0
will be far more interesting to the Soderbergh faithful than it will be to the casual moviegoer who might be lured in by Julia Roberts ...,0
A bore that tends to hammer home every one of its points .,0
I like this movie a lot .,1
"Ritchie may not have a novel thought in his head , but he knows how to pose Madonna .",0
"The histrionic muse still eludes Madonna and , playing a charmless witch , she is merely a charmless witch .",0
"If you thought Tom Hanks was just an ordinary big-screen star , wait until you 've seen him eight stories tall .",0
You Should Pay Nine Bucks for This : Because you can hear about suffering Afghan refugees on the news and still be unaffected .,0
Eric Byler 's nuanced pic avoids easy sentiments and explanations ...,0
Wildly incompetent but brilliantly named Half Past Dead -- or for Seagal pessimists : Totally Past His Prime .,0
"Most fish stories are a little peculiar , but this is one that should be thrown back in the river .",0
"Nijinsky says , ' I know how to suffer ' and if you see this film you 'll know too .",0
There ai n't a lot more painful than an unfunny movie that thinks it 's hilarious .,0
"Maid in Manhattan might not look so appealing on third or fourth viewing down the road ... But as a high concept vehicle for two bright stars of the moment who can rise to fans ' lofty expectations , the movie passes inspection .",0
"Third time 's the charm ... yeah , baby !",1
"Sometimes this modest little number clicks , and sometimes it does n't .",0
It 's always enthralling .,1
Yet why it fails is a riddle wrapped in a mystery inside an enigma .,0
"Morvern Callar confirms Lynne Ramsay as an important , original talent in international cinema .",1
If only it had the story to match .,0
"to be more engaging on an emotional level , funnier , and on the whole less detached .",0
about gays in what is essentially an extended soap opera,0
`` The turntable is now outselling the electric guitar ... '',0
"Sadly , as Blood Work proves , that was a long , long time ago .",0
"Like Showgirls and Glitter , the most entertaining moments here are unintentional .",0
"Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .",0
It 's surprisingly bland despite the heavy doses of weird performances and direction .,0
Disreputable doings and exquisite trappings are dampened by a lackluster script and substandard performances .,0
"An unencouraging threefold expansion on the former MTV series , accompanying the stunt-hungry dimwits in a random series of collected gags , pranks , pratfalls , dares , injuries , etc. .",0
"This is a movie that starts out like Heathers , then becomes Bring it On , then becomes unwatchable .",0
Director Chris Eyre is going through the paces again with his usual high melodramatic style of filmmaking .,0
`` It 's all about the image . '',0
Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,1
"I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .",0
"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",1
"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .",0
"It is a testament of quiet endurance , of common concern , of reconciled survival .",0
Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .,0
"Even if you 've seen `` Stomp '' -LRB- the stage show -RRB- , you still have to see this !",1
"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",0
"Although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .",0
"A highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",0
"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .",1
may prove to be -LRB- Tsai 's -RRB- masterpiece .,1
"Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .",0
Dense and enigmatic ... elusive ... stagy and stilted,0
"If the movie were all comedy , it might work better .",0
"There are problems with this film that even 3 Oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .",0
Would n't it be funny if a bunch of Allied soldiers went undercover as women in a German factory during World War II ?,0
Clayburgh and Tambor are charming performers ; neither of them deserves Eric Schaeffer .,0
One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,0
The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .,0
Predictably melodramatic .,0
A marvel of production design .,1
"Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",1
But something seems to be missing .,0
"The connected stories of Breitbart and Hanussen are actually fascinating , but the filmmaking in Invincible is such that the movie does not do them justice .",0
Ozpetek 's effort has the scope and shape of an especially well-executed television movie .,1
Less a study in madness or love than a study in schoolgirl obsession .,0
"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",0
Has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .,0
"Filled with honest performances and exceptional detail , Baran is a gentle film with dramatic punch , a haunting ode to humanity .",1
"Yet another movie which presumes that high school social groups are at war , let alone conscious of each other 's existence .",0
"In the not-too-distant future , movies like Ghost Ship will be used as analgesic balm for overstimulated minds .",0
"A fascinating , bombshell documentary that should shame Americans , regardless of whether or not ultimate blame finally lies with Kissinger .",1
Could I have been more geeked when I heard that Apollo 13 was going to be released in IMAX format ?,1
... a confusing drudgery .,0
"Until -LRB- the -RRB- superfluous ... epilogue that leaks suspension of disbelief like a sieve , Die Another Day is as stimulating & heart-rate-raising as any James Bond thriller .",0
"Ensemble movies , like soap operas , depend on empathy .",0
"Mostly honest , this somber picture reveals itself slowly , intelligently , artfully .",1
"The problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart .",1
"Nair 's cast is so large it 's Altman-esque , but she deftly spins the multiple stories in a vibrant and intoxicating fashion .",1
"The artwork is spectacular and unlike most animaton from Japan , the characters move with grace and panache .",1
"Mr. Wollter and Ms. Seldhal give strong and convincing performances , but neither reaches into the deepest recesses of the character to unearth the quaking essence of passion , grief and fear .",0
and mawkish dialogue,0
A film about female friendship that men can embrace and women will talk about for hours .,1
Hollywood Ending just is n't very funny .,0
"The film may not hit as hard as some of the better drug-related pictures , but it still manages to get a few punches in .",0
"Before it collapses into exactly the kind of buddy cop comedy it set out to lampoon , anyway .",0
An unflinching look at the world 's dispossessed .,0
"Ultimately ... the movie is too heady for children , and too preachy for adults .",0
"But seriously , folks , it does n't work .",0
"Sweetly sexy , funny and touching .",1
"It 's got some pretentious eye-rolling moments and it did n't entirely grab me , but there 's stuff here to like .",0
A muddy psychological thriller rife with miscalculations .,0
De Niro cries .,0
A domestic melodrama with weak dialogue and biopic cliches .,0
It 's a 100-year old mystery that is constantly being interrupted by Elizabeth Hurley in a bathing suit .,0
Peppered with witty dialogue and inventive moments .,1
So aggressively cheery that Pollyana would reach for a barf bag .,0
-LRB- T -RRB- he film is never sure to make a clear point -- even if it seeks to rely on an ambiguous presentation .,0
"The cinematic equivalent of patronizing a bar favored by pretentious , untalented artistes who enjoy moaning about their cruel fate .",0
"Seems content to dog-paddle in the mediocre end of the pool , and it 's a sad , sick sight .",0
... little more than a well-acted television melodrama shot for the big screen .,0
"With elements cribbed from Lang 's Metropolis , Welles ' Kane , and Eisenstein 's Potemkin",0
"Sometimes this ` Blood ' seems as tired as its protagonist ... Still , the pulse never disappears entirely , and the picture crosses the finish line winded but still game .",0
It 's been made with an innocent yet fervid conviction that our Hollywood has all but lost .,0
Murder by Numbers just does n't add up .,0
... the implication is Kissinger may have decided that -- when it comes to truncheoning -- it 's better to give than to receive .,0
"Brings together some of the biggest names in Japanese anime , with impressive results .",1
"It 's so tedious that it makes you forgive every fake , dishonest , entertaining and , ultimately , more perceptive moment in Bridget Jones 's Diary .",0
"With the exception of McCoist , the players do n't have a clue on the park .",0
` Opening up ' the play more has partly closed it down .,0
What it lacks in originality it makes up for in effective if cheap moments of fright and dread .,0
... spellbinding fun and deliciously exploitative .,1
He fails .,0
"can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro rhetoric , which are included",0
"Maybe there 's a metaphor here , but figuring it out would n't make Trouble Every Day any better .",0
"With Zoe Clarke-Williams 's lackluster thriller `` New Best Friend '' , who needs enemies ?",0
The film is hampered by its predictable plot and paper-thin supporting characters .,0
Debut effort by `` Project Greenlight '' winner is sappy and amateurish .,0
"Sadly , Full Frontal plays like the work of a dilettante .",0
"It 's not exactly worth the bucks to expend the full price for a date , but when it comes out on video , it 's well worth a rental .",0
Mazel tov to a film about a family 's joyous life acting on the Yiddish stage .,1
"Unsurprisingly , the way this all works out makes the women look more like stereotypical caretakers and moral teachers , instead of serious athletes .",0
A fascinating but choppy documentary .,0
"This is a remake by the numbers , linking a halfwit plot to a series of standup routines in which Wilson and Murphy show how funny they could have been in a more ambitious movie .",0
just pile up .,0
A brutal and funny work .,1
"If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J.",0
"There 's no doubting that this is a highly ambitious and personal project for Egoyan , but it 's also one that , next to his best work , feels clumsy and convoluted .",0
The sequel plays out like a flimsy excuse to give Blade fans another look at Wesley Snipes ' iconic hero doing battle with dozens of bad guys -- at once .,0
They should have found Orson Welles ' great-grandson .,0
Really does feel like a short stretched out to feature length .,0
The film is a verbal duel between two gifted performers .,1
A deliciously nonsensical comedy about a city coming apart at its seams .,1
The camera whirls !,0
This New Zealand coming-of-age movie is n't really about anything .,0
-LRB- A -RRB- devastatingly powerful and astonishingly vivid Holocaust drama .,1
"A distinctly mixed bag , the occasional bursts of sharp writing alternating with lots of sloppiness and the obligatory moments of sentimental ooze .",0
"Flat , misguided comedy .",0
"With minimal imagination , you could restage the whole thing in your bathtub .",0
"I 'm sorry to say that this should seal the deal - Arnold is not , nor will he be , back .",0
"The script boasts some tart TV-insider humor , but the film has not a trace of humanity or empathy .",0
It is definitely worth seeing .,1
"The problem with the mayhem in Formula 51 is not that it 's offensive , but that it 's boring .",0
"Although it starts off so bad that you feel like running out screaming , it eventually works its way up to merely bad rather than painfully awful .",0
"A worthy idea , but the uninspired scripts , acting and direction never rise above the level of an after-school TV special .",0
"The adventure does n't contain half the excitement of Balto , or quarter the fun of Toy Story 2 .",0
Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups .,0
"Remarkable for its excellent storytelling , its economical , compressed characterisations and for its profound humanity , it 's an adventure story and history lesson all in one .",1
"Creeps you out in high style , even if Nakata did it better .",0
overhearing a bunch of typical late-twenty-somethings natter on about nothing,0
The film has the courage of its convictions and excellent performances on its side .,1
... its stupidities wind up sticking in one 's mind a lot more than the cool bits .,0
This rough trade Punch-and-Judy act did n't play well then and it plays worse now .,0
"Whether our action-and-popcorn obsessed culture will embrace this engaging and literate psychodrama is n't much of a mystery , unfortunately .",0
The only question ... is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering .,0
"Solaris is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , '' never were .",1
It 's likely that whatever you thought of the first production -- pro or con -- you 'll likely think of this one .,0
